Temperature, Humidity, Air_Pressure, Light_Intensity, Toxic_Chemical_Level, TVOC_Level, eCO2_Level, H2_Level, Ethanol_Level
26.12, 22.72, 102.51, 1520, 24, 77, 400, 14252, 20715
26.10, 22.43, 102.51, 1520, 23, 77, 400, 14250, 20711
26.10, 22.79, 102.51, 1520, 25, 73, 400, 14249, 20707
26.10, 22.35, 102.51, 1520, 26, 79, 400, 14252, 20715
26.10, 22.77, 102.51, 1520, 25, 76, 400, 14250, 20713
26.10, 22.59, 102.51, 1520, 25, 80, 400, 14242, 20704
26.10, 22.63, 102.51, 1520, 26, 81, 400, 14243, 20705
26.10, 22.27, 102.51, 1520, 23, 74, 400, 14251, 20711
26.12, 22.82, 102.50, 1521, 24, 76, 400, 14247, 20705
26.14, 22.29, 102.51, 1521, 24, 78, 400, 14245, 20702
26.14, 22.57, 102.51, 1521, 26, 86, 403, 14244, 20701
26.08, 22.40, 102.51, 1521, 25, 77, 403, 14249, 20705
26.10, 22.38, 102.51, 1521, 26, 80, 400, 14256, 20713
26.12, 22.48, 102.51, 1521, 26, 80, 400, 14252, 20718
26.12, 22.87, 102.50, 1520, 25, 80, 400, 14250, 20703
26.14, 22.63, 102.51, 1520, 26, 77, 405, 14247, 20712
26.12, 22.75, 102.51, 1521, 25, 72, 400, 14250, 20708
26.14, 22.28, 102.51, 1521, 25, 70, 401, 14247, 20705
26.15, 22.74, 102.51, 1520, 25, 70, 400, 14256, 20710
26.14, 22.72, 102.51, 1520, 26, 75, 400, 14245, 20712
26.12, 22.54, 102.50, 1520, 24, 74, 400, 14249, 20708
26.10, 22.33, 102.51, 1520, 24, 72, 400, 14250, 20715
26.12, 22.74, 102.51, 1520, 26, 76, 400, 14245, 20709
26.10, 22.58, 102.51, 1520, 26, 71, 400, 14251, 20719
26.12, 22.58, 102.50, 1519, 25, 69, 400, 14250, 20712
26.15, 22.28, 102.50, 1519, 26, 74, 400, 14248, 20711
26.10, 22.60, 102.51, 1519, 25, 70, 400, 14250, 20724
26.12, 22.62, 102.50, 1519, 26, 75, 402, 14245, 20708
26.14, 22.84, 102.51, 1519, 25, 71, 400, 14249, 20712
26.10, 22.45, 102.51, 1519, 24, 80, 401, 14240, 20702
26.12, 22.79, 102.50, 1519, 25, 76, 400, 14247, 20706
26.10, 22.61, 102.51, 1519, 23, 79, 400, 14245, 20709
26.12, 22.60, 102.50, 1519, 22, 76, 400, 14248, 20709
26.12, 22.13, 102.50, 1519, 26, 80, 400, 14243, 20699
26.12, 22.61, 102.50, 1518, 26, 76, 400, 14244, 20698
26.10, 22.48, 102.50, 1518, 25, 79, 400, 14248, 20710
26.10, 22.57, 102.50, 1518, 25, 80, 400, 14252, 20705
26.14, 22.39, 102.50, 1518, 25, 76, 400, 14248, 20706
26.15, 22.79, 102.50, 1518, 25, 76, 400, 14253, 20712
26.15, 22.37, 102.50, 1518, 25, 77, 400, 14253, 20713
26.15, 22.69, 102.50, 1516, 26, 72, 400, 14253, 20715
26.10, 22.65, 102.50, 1516, 24, 76, 400, 14251, 20712
26.12, 22.82, 102.50, 1517, 26, 75, 400, 14251, 20719
26.14, 22.49, 102.51, 1517, 26, 75, 400, 14252, 20715
26.14, 22.63, 102.50, 1516, 26, 71, 401, 14248, 20710
26.10, 22.33, 102.51, 1516, 26, 77, 400, 14254, 20707
26.12, 22.56, 102.50, 1517, 26, 68, 400, 14250, 20711
26.12, 22.17, 102.50, 1517, 26, 75, 400, 14248, 20712
26.12, 22.65, 102.50, 1516, 25, 74, 400, 14251, 20716
26.10, 22.32, 102.50, 1516, 23, 77, 400, 14250, 20709
26.12, 22.74, 102.50, 1516, 26, 76, 400, 14247, 20705
26.14, 22.58, 102.50, 1516, 25, 78, 401, 14248, 20704
26.14, 22.70, 102.50, 1516, 26, 75, 400, 14244, 20708
26.12, 22.34, 102.50, 1516, 26, 70, 400, 14248, 20713
26.15, 22.69, 102.50, 1510, 24, 73, 400, 14247, 20703
26.12, 22.43, 102.50, 1510, 26, 73, 401, 14247, 20706
26.15, 22.74, 102.50, 1496, 26, 76, 402, 14246, 20711
26.12, 22.39, 102.50, 1496, 25, 74, 400, 14246, 20706
